144	160	
16	16	
11	
2	3	2	3	2	3	2	3	2	3	18	9	21	9	9	9	12	12	13	9	21	9	2	3	2	3	2	3	2	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	2	3	2	3	2	3	18	9	9	9	2	3	2	3	2	3	2	3	18	9	9	9	2	3	2	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	3	2	3	2	3	2	3	18	9	21	9	9	9	12	12	13	9	21	9	2	3	2	3	2	3	2	3	2	3	
3	12	12	2	3	12	12	2	3	12	13	9	21	9	9	9	12	12	13	9	21	9	12	2	3	12	12	2	3	12	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	12	2	3	12	12	2	3	12	13	9	9	9	12	2	3	12	12	2	3	12	13	9	9	9	12	2	3	12	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	12	2	3	12	12	2	3	12	13	9	21	9	9	9	12	12	13	9	21	9	12	2	3	12	12	2	3	12	12	2	
2	3	4	5	20	5	5	5	20	5	6	9	21	9	9	9	12	12	13	9	21	9	10	5	20	5	5	5	20	5	2	3	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	2	3	4	5	5	5	5	5	5	5	6	7	8	9	10	5	5	5	5	5	5	5	6	7	8	9	10	5	5	5	2	3	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	2	3	4	5	20	5	5	5	20	5	6	9	21	9	9	9	12	12	13	9	21	9	10	5	20	5	5	5	20	5	2	3	
3	12	13	9	21	9	9	9	21	9	9	9	31	9	9	9	39	39	13	9	31	9	9	9	21	9	9	9	21	9	12	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	3	12	13	9	9	9	9	9	9	9	9	14	15	9	9	9	9	9	9	9	9	9	9	14	15	9	9	9	9	9	12	2	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	3	12	13	9	21	9	9	9	21	9	9	9	31	9	9	9	39	39	13	9	31	9	9	9	21	9	9	9	21	9	12	2	
2	3	13	9	21	9	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	13	9	21	9	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	
3	12	13	9	21	9	12	19	19	12	12	19	19	12	12	19	19	12	12	19	19	12	12	2	3	12	12	2	3	12	12	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	12	13	9	21	9	12	19	19	12	12	19	19	12	12	19	19	12	12	19	19	12	12	2	3	12	12	2	3	12	12	2	
2	3	13	9	21	9	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	2	3	13	9	21	9	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	2	3	
3	12	13	9	31	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	13	9	31	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	
2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	9	9	21	9	2	3	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	0	0	44	45	46	47	44	0	45	46	44	45	46	47	44	45	46	47	44	0	45	46	44	45	46	47	44	0	45	46	0	0	0	0	4	5	5	5	5	5	5	5	5	48	49	5	5	48	49	5	5	5	5	5	5	48	49	5	5	5	5	5	0	0	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	9	9	21	9	2	3	
3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	13	9	21	9	9	9	21	9	12	2	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	0	0	51	47	52	52	51	44	45	53	51	47	52	52	51	47	52	52	51	44	45	53	51	47	52	52	51	44	45	53	0	0	41	0	13	9	9	9	9	9	9	9	9	54	55	9	9	54	55	9	9	9	9	9	9	54	55	9	9	9	9	9	0	41	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	13	9	21	9	9	9	21	9	12	2	
2	3	4	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	6	9	21	9	9	9	21	9	2	3	42	43	56	57	57	57	57	58	59	60	61	58	59	60	61	58	59	60	61	58	59	60	61	58	56	57	57	57	57	57	42	43	0	0	52	52	52	52	62	47	47	52	52	52	52	52	52	52	52	52	62	47	47	52	52	52	52	52	62	47	47	52	0	0	41	0	13	9	9	9	9	9	9	9	9	54	55	9	9	54	55	9	9	9	9	9	9	54	55	9	9	9	9	9	0	41	2	3	4	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	6	9	21	9	9	9	21	9	2	3	
3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	31	9	9	9	21	9	12	2	43	50	63	64	64	64	64	65	66	67	68	65	66	67	68	65	66	67	68	65	66	67	68	65	63	64	64	64	64	64	50	42	0	0	52	69	52	52	62	52	69	52	52	69	52	52	52	69	52	52	62	52	69	52	52	69	52	52	62	52	69	52	0	0	0	0	13	9	9	9	9	9	9	9	70	71	72	73	70	71	72	73	9	9	9	9	70	71	72	73	9	9	9	9	0	0	3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	31	9	9	9	21	9	12	2	
2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	2	3	18	9	21	9	2	3	42	43	63	64	64	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	42	43	42	43	42	43	0	0	69	74	52	52	75	74	76	77	52	74	76	77	69	74	52	52	75	74	76	77	69	74	52	52	75	74	76	77	0	0	0	0	13	9	9	9	9	9	9	9	0	0	0	0	0	17	17	0	0	17	17	0	0	0	0	0	18	9	9	9	0	0	2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	2	3	18	9	21	9	2	3	
3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	3	12	13	9	21	9	12	2	43	50	63	64	64	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	50	42	43	50	50	42	0	0	76	78	77	74	76	79	78	76	76	79	78	76	76	78	77	74	76	79	78	76	76	78	77	74	76	79	78	76	0	0	41	0	13	9	9	9	9	9	0	0	0	41	41	0	0	0	0	0	0	0	0	0	0	41	41	0	0	0	9	9	0	41	3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	3	12	13	9	21	9	12	2	
2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	10	5	20	5	6	9	21	9	2	3	42	43	63	64	29	30	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	57	57	24	25	42	43	0	0	26	27	76	79	78	79	78	79	78	79	78	79	78	78	76	79	78	79	78	79	78	78	76	79	78	79	24	25	0	0	41	0	26	27	9	9	9	9	10	5	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	4	5	9	9	0	41	2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	10	5	20	5	6	9	21	9	2	3	
3	12	13	9	21	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	21	9	9	9	21	9	12	2	43	50	63	80	37	38	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	64	32	33	50	42	0	0	34	35	78	78	79	78	79	78	79	78	79	78	78	79	78	78	79	78	79	78	78	79	78	78	79	78	32	33	0	0	0	0	34	35	9	9	9	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	9	9	0	0	3	12	13	9	21	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	21	9	9	9	21	9	12	2	
2	3	13	9	21	9	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	9	9	21	9	2	3	42	43	42	80	42	43	81	65	63	64	64	65	63	64	42	43	42	43	81	65	63	64	64	65	63	64	42	43	42	43	42	43	0	0	2	3	2	3	82	82	82	82	2	3	2	3	82	82	82	82	2	3	2	3	82	82	82	82	2	3	2	3	0	0	0	0	0	0	0	0	18	9	9	9	5	48	49	5	5	5	5	5	5	48	49	5	0	0	0	0	13	9	9	9	0	0	2	3	13	9	21	9	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	9	9	21	9	2	3	
3	12	13	9	21	9	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	13	9	21	9	9	9	21	9	12	2	43	50	50	80	43	50	63	65	63	64	64	65	63	64	50	42	43	50	63	65	63	64	64	65	63	64	50	42	43	50	50	42	0	0	0	0	0	0	83	83	83	83	0	0	0	0	83	83	83	83	0	0	0	0	83	83	83	83	0	0	0	0	0	0	41	0	0	41	41	0	0	0	9	9	9	54	55	9	9	9	9	9	9	54	55	9	0	41	41	0	13	9	0	0	0	41	3	12	13	9	21	9	12	2	3	12	12	2	3	12	12	2	3	12	12	2	3	12	13	9	21	9	9	9	21	9	12	2	
2	3	13	9	21	9	10	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	6	9	21	9	9	9	21	9	2	3	42	43	56	80	56	57	84	65	63	64	64	65	63	64	57	58	56	57	84	65	63	85	64	65	63	85	57	58	59	60	42	43	0	0	0	0	0	0	2	3	2	3	0	0	0	0	2	3	2	3	0	0	0	0	2	3	2	3	0	0	0	0	0	0	41	0	0	41	41	0	4	5	9	9	9	54	55	9	9	9	9	9	9	54	55	9	0	41	41	0	13	9	10	5	0	41	2	3	13	9	21	9	10	5	20	5	5	5	20	5	5	5	20	5	5	5	20	5	6	9	21	9	9	9	21	9	2	3	
3	12	13	9	31	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	43	50	63	80	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	86	63	87	64	86	63	87	64	65	66	67	50	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	9	9	70	71	72	73	9	9	9	9	70	71	72	73	0	0	0	0	13	9	9	9	0	0	3	12	13	9	31	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	
2	3	2	3	2	3	18	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	42	43	63	80	63	64	64	65	63	64	64	65	63	64	64	65	63	64	42	43	42	43	42	43	42	43	81	65	63	64	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	9	9	9	0	0	2	3	2	3	2	3	18	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	
3	12	12	2	3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	43	50	63	80	63	64	64	65	63	64	64	65	63	64	64	65	63	64	50	42	43	50	50	42	43	50	63	65	63	64	50	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	0	9	9	0	41	3	12	12	2	3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	
2	3	4	5	20	5	6	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	42	43	63	80	63	64	64	65	63	64	64	65	63	64	64	65	63	85	57	58	59	60	61	58	56	57	84	65	63	64	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	0	41	41	0	4	5	9	9	0	41	2	3	4	5	20	5	6	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	
3	12	13	9	21	9	9	9	31	9	9	9	31	9	9	9	21	9	9	9	31	9	9	9	31	9	9	9	21	9	12	2	43	50	63	80	63	64	64	65	63	64	64	65	63	64	64	86	63	87	64	65	66	67	68	65	63	64	64	65	63	64	50	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	9	9	0	0	3	12	13	9	21	9	9	9	31	9	9	9	31	9	9	9	21	9	9	9	31	9	9	9	31	9	9	9	21	9	12	2	
2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	2	3	2	3	2	3	2	3	18	9	21	9	2	3	42	43	63	80	63	64	64	65	63	64	64	65	63	64	42	43	42	43	81	65	63	64	64	65	63	64	64	65	63	64	42	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	5	5	5	5	5	0	0	0	0	4	5	5	5	5	48	49	5	5	5	5	5	6	9	9	9	0	0	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	2	3	2	3	2	3	2	3	18	9	21	9	2	3	
3	12	12	2	3	12	12	2	3	12	12	2	3	12	13	9	21	9	12	2	3	12	12	2	3	12	13	9	21	9	12	2	43	50	63	80	63	64	64	65	63	64	64	65	63	64	50	42	43	50	63	65	63	64	64	65	63	64	64	65	63	64	50	42	0	0	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	42	43	0	0	41	0	13	9	9	9	9	9	9	9	0	41	41	0	13	9	9	9	9	54	55	9	9	9	9	9	9	9	0	0	0	41	3	12	12	2	3	12	12	2	3	12	12	2	3	12	13	9	21	9	12	2	3	12	12	2	3	12	13	9	21	9	12	2	
2	3	4	5	20	5	5	5	20	5	5	5	20	5	6	9	21	9	10	5	20	5	5	5	20	5	6	9	21	9	2	3	42	43	63	80	63	85	64	65	63	85	64	65	63	85	57	57	57	57	84	65	63	85	64	65	63	64	64	65	63	85	42	43	0	0	16	16	16	16	16	88	89	90	16	88	89	90	16	88	89	90	16	88	89	90	16	88	89	90	16	88	89	90	0	0	41	0	13	9	9	9	9	9	9	9	0	41	41	0	13	9	9	9	9	54	55	9	9	9	9	9	9	9	10	5	0	41	2	3	4	5	20	5	5	5	20	5	5	5	20	5	6	9	21	9	10	5	20	5	5	5	20	5	6	9	21	9	2	3	
3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	31	9	12	2	43	50	63	80	63	87	64	86	63	87	64	86	63	87	64	64	64	64	64	86	63	87	64	65	63	64	64	86	63	87	50	42	0	0	16	16	56	57	57	57	91	16	56	57	91	16	56	57	91	16	56	57	91	16	56	57	91	16	56	57	91	16	0	0	0	0	13	9	9	9	9	9	9	9	0	0	0	0	13	9	9	9	70	71	72	73	9	9	9	9	9	9	9	9	0	0	3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	31	9	12	2	
2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	2	3	2	3	42	43	42	43	42	43	17	17	17	17	42	43	42	43	42	43	42	43	42	43	42	43	81	65	63	64	42	43	42	43	42	43	0	0	16	16	63	64	64	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	0	0	0	0	13	9	9	9	9	9	9	9	0	0	0	0	18	9	9	9	0	0	0	0	0	17	17	0	18	9	9	9	0	0	2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	2	3	2	3	2	3	
3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	3	12	12	2	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	43	50	50	42	43	50	63	65	63	64	50	42	43	50	50	42	0	0	16	16	63	64	64	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	0	0	41	0	13	9	9	9	9	9	0	0	0	41	41	0	0	0	9	9	0	41	41	0	0	0	0	0	0	0	9	9	0	41	3	12	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	12	2	3	12	12	2	
2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	10	5	20	5	2	3	42	43	56	58	59	60	61	58	59	60	61	58	59	60	61	58	59	60	61	58	56	57	84	65	63	85	57	58	59	60	42	43	0	0	16	16	63	64	64	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	24	25	0	0	41	0	26	27	9	9	9	9	10	5	0	41	41	0	4	5	9	9	0	41	41	0	0	41	41	0	4	5	9	9	0	41	2	3	13	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	9	9	21	9	10	5	20	5	2	3	
3	12	13	9	21	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	21	9	12	2	43	50	63	65	66	67	68	65	66	67	68	65	66	67	68	65	66	67	68	65	63	64	64	86	63	87	64	65	66	67	50	42	0	0	16	16	63	64	64	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	92	16	63	64	32	33	0	0	0	0	34	35	9	9	9	9	9	9	0	0	0	0	13	9	9	9	0	0	0	0	0	0	0	0	13	9	9	9	0	0	3	12	13	9	21	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	31	9	9	9	21	9	12	2	
2	3	13	9	21	9	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	2	3	42	43	63	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	64	65	63	64	42	43	42	43	81	65	63	64	42	43	0	0	16	16	29	30	64	85	92	16	63	85	92	16	63	85	92	16	63	85	92	16	63	85	92	16	42	43	0	0	0	0	0	0	0	0	0	0	18	9	9	9	5	48	49	5	6	9	9	9	0	0	0	0	5	48	49	5	6	9	9	9	0	0	2	3	13	9	21	9	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	2	3	18	9	21	9	2	3	
