128	128
16	16
7
5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	7	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	7	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	9	10	9	10	11	12	12	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	7	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	41	7	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	9	10	9	10	11	12	12	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	9	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	7	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	7	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	9	10	9	10	11	12	12	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	7	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	41	7	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	0	1	0	1	9	10	9	10	11	12	12	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	27	28	28	28	28	28	28	28	28	28	28	28	28	29	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	16	5	6	5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	7	27	28	28	28	28	28	28	28	28	28	28	29	7	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	7	39	40	40	40	40	40	40	40	40	41	7	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	5	6	5	6	10	9	10	9	15	12	12	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	21	22	23	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	0	1	0	1	9	10	9	10	11	24	24	10	9	10	9	10	11	12	12	10	9	10	9	10	14	14	14	14	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	17	17	10	9	21	22	23	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	30	31	32	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	16	5	6	5	6	10	9	10	9	15	33	33	9	10	9	10	9	15	12	12	9	10	9	10	9	14	9	10	14	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	30	31	32	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	14	36	37	38	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	13	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	10	11	12	12	10	9	10	9	10	14	10	9	14	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	36	37	38	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	10	9	10	9	14	14	14	14	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	24	27	28	28	28	28	29	24	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	16	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	24	27	28	28	28	28	28	28	29	24	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	13	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	33	39	40	40	40	40	40	40	42	33	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	24	27	28	28	28	28	28	28	28	28	28	28	28	28	29	24	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	16	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	15	24	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	24	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	13	0	1	0	1	2	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	2	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	11	33	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	42	33	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	5	6	5	6	2	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	2	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	0	1	0	1	43	43	43	43	43	43	43	43	43	43	43	44	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	12	24	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	24	12	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	16	5	6	5	6	45	45	45	45	14	14	14	14	45	45	45	46	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	15	24	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	24	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	13	0	1	0	1	45	45	45	14	14	35	35	14	14	45	45	46	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	12	10	11	33	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	42	33	10	11	12	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	18	19	19	20	45	45	45	14	47	35	35	47	14	45	45	46	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	25	19	19	26	45	45	45	14	47	35	35	47	14	45	45	46	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	12	12	10	11	12	12	10	11	12	24	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	24	12	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	34	5	6	5	6	35	35	35	14	14	35	35	14	14	45	45	46	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	12	12	9	15	12	12	9	15	24	27	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	29	24	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	34	0	1	0	1	35	35	35	43	14	35	35	14	43	45	45	46	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	11	24	24	10	11	12	12	10	11	33	39	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	42	33	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	5	6	5	6	45	35	35	45	43	35	35	43	45	45	45	46	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	15	33	33	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	13	0	1	0	1	45	35	35	45	45	35	35	45	45	45	45	46	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	9	10	9	10	11	12	12	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	11	12	12	10	11	12	12	10	9	10	9	13	0	1	
5	6	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	9	10	14	10	16	5	6	5	6	45	35	35	45	45	35	35	45	45	45	45	46	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	10	9	10	9	15	12	12	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	10	9	15	12	12	9	15	12	12	9	10	9	10	16	5	6	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	48	49	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	48	49	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	
0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	48	49	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	
5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	50	51	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	5	6	
0	1	2	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	2	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	2	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	2	3	3	3	3	52	53	3	3	3	3	4	0	1	0	1	2	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	3	3	3	3	3	3	3	3	3	3	3	4	0	1	0	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	1	
5	6	2	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	2	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	2	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	2	3	3	3	3	54	55	3	3	3	3	8	5	6	5	6	2	3	3	3	3	3	3	3	3	3	3	8	5	6	5	6	4	7	7	3	4	7	7	3	3	3	3	8	5	6	5	6	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	6	
0	1	43	43	43	43	43	43	43	43	43	43	43	44	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	43	43	43	43	43	35	35	43	43	43	43	44	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	11	12	12	10	11	12	12	10	9	10	9	13	0	1	0	1	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	0	1	
5	6	45	45	45	45	45	45	45	45	45	45	45	46	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	10	9	10	9	10	9	10	9	10	9	10	16	5	6	5	6	45	45	45	45	45	47	47	45	45	45	45	46	5	6	5	6	10	9	14	9	14	9	10	9	14	9	10	16	5	6	5	6	15	12	12	9	15	12	12	9	10	9	10	16	5	6	5	6	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	5	6	
0	1	45	45	47	47	47	47	47	47	47	47	45	46	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	45	45	45	45	45	47	47	47	47	47	45	46	0	1	0	1	9	10	9	10	9	10	9	10	9	10	9	13	0	1	0	1	11	24	24	10	11	24	24	10	9	10	9	13	0	1	0	1	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	0	1	
5	6	45	45	47	47	47	47	47	47	47	47	45	46	18	19	19	20	10	9	10	9	10	9	10	9	10	9	10	16	18	19	19	20	10	9	10	9	10	9	10	9	10	9	10	16	18	19	19	20	45	45	45	45	45	47	47	47	47	47	45	46	5	6	5	6	14	9	10	9	10	9	14	9	14	9	10	16	5	6	5	6	15	33	33	9	15	33	33	9	10	9	10	16	5	6	5	6	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	5	6	
